Key,Example,Source,Context,Game Locations,vi,vi translator type,id,id translator type,it,it translator type,es,es translator type,pt,pt translator type,fr,fr translator type,de,de translator type,zh-hans,zh-hans translator type,ja,ja translator type,ko,ko translator type,ru,ru translator type,th,th translator type,tr,tr translator type,zh-hant,zh-hant translator type,pl,pl translator type
,,"Length -  {number1}: {number2} CS: {number3} OD: {number4} HP: {number5} AR: 7.5  ",,"PlayerGui.BG.PreviewFrame.PreviewFrame.Overview.DifficultyInfo","Độ dài - {number1}: {number2} CS: {number3} OD: {number4} HP: {number5} AR: 7.5","Automation","Panjang - {number1}: {number2} CS: {number3} OD: {number4} HP: {number5} AR: 7.5","Automation","Lunghezza - {number1}: {number2} CS: {number3} OD: {number4} HP: {number5} AR: 7.5","Automation","Longitud - {number1}: {number2} CS: {number3} OD: {number4} HP: {number5} AR: 7.5","Automation","Comprimento - {number1}: {number2} CS: {number3} OD: {number4} HP: {number5} AR: 7.5","Automation","Longueur - {number1}: {number2} CS: {number3} OD: {number4} HP: {number5} AR: 7.5","Automation","Länge - {number1}: {number2} CS: {number3} OD: {number4} HP: {number5} AR: 7.5","Automation","长度 - {number1}: {number2} 基础积分: {number3} 攻击积分: {number4} 生命积分: {number5} 攻击力: 7.5","Automation","長さ - {number1}: {number2} CS: {number3} OD: {number4} HP: {number5} AR: 7.5","Automation","길이 - {number1}: {number2} CS: {number3} OD: {number4} HP: {number5} AR: 7.5","Automation","Длина - {number1}: {number2} CS: {number3} OD: {number4} HP: {number5} AR: 7.5","Automation","ความยาว - {number1}: {number2} CS: {number3} OD: {number4} HP: {number5} AR: 7.5","Automation","Uzunluk - {number1}: {number2} CS: {number3} OD: {number4} HP: {number5} AR: 7.5","Automation","长度 - {number1}: {number2} 基地币: {number3} 生命值: {number4} 攻击力: 7.5","Automation","Długość - {number1}: {number2} CS: {number3} OD: {number4} HP: {number5} AR: 7.5","Automation"
,,"+{number1}ps",,"PlayerGui.BG.ResultFrame_EndRender.MainFrame.OnlineDisplayFrame.OnlinePS.Improvement","Tăng {number1} giây","Automation","+{number1} detik","Automation","Velocità: +{number1}","Automation","Velocidad +{number1}s","Automation","Velocidade +{number1}s","Automation","+{number1} temps par minute","Automation","+{number1} Sek.","Automation","+{number1} 秒","Automation","+{number1}ps","Automation","+{number1}초","Automation","+{number1} сек.","Automation","+{number1} ต่อวินาที","Automation","+{number1} saniye","Automation","+{number1} 秒","Automation","+{number1} sek.","Automation"
,,"Doormat's Normal mapped by Doormat",,"PlayerGui.BeatmapListing.MainFrame.MainFrame.Listing.BeatmapFrame.MainFrame.DifficultyListing.Overlay.Base.Diff.MainFrame.DifficultyInfo","Normal của Doormat được map bởi Doormat","Automation","Normal Doormat dipetakan oleh Doormat","Automation","Doormat's Normal mappato da Doormat","Automation","Normal de Doormat mapeado por Doormat","Automation","Doormat's Normal mapeado por Doormat","Automation","Normal de Doormat mappé par Doormat","Automation","Doormats Normal wurde von Doormat zugeordnet","Automation","Doormat的普通被Doormat映射","Automation","DoormatのノーマルがDoormatによってマッピングされました","Automation","Doormat이 매핑한 Doormat의 일반","Automation","Нормальный Doormat, сопоставленный Doormat","Automation","ปกติของ Doormat ถูกแมปโดย Doormat","Automation","Doormat'ın Normal'i Doormat tarafından eşlendi","Automation","Doormat的普通被Doormat映射","Automation","Normalność Doormata odwzorowana przez Doormata","Automation"
,,"USAO ULTIMATE HYPER MEGA MIX",,"PlayerGui.SavedSettings.PreviewFrame.PreviewFrame.Overview.MapName","MEGA MIX TỐI ĐA","Automation","USAO MENINGKATKAN MIX MEGA HYPER","Automation","ULTIMA MISCELA DI HYPER MEGA USAO","Automation","MEZCLA ULTIMA DE HIPER MEGA DE USAO","Automation","USAO ULTIMATE HYPER MEGA MIX","Automation","USAO ULTIMATE HYPER MEGA MIX","Automation","USAO ULTIMATE HYPER MEGA MIX","Automation","终极超级混音","Automation","USAOアルティメットハイパーメガミックス","Automation","우사우사우사 얼티밋 하이퍼 메가 믹스","Automation","УЛЬТИМАТНАЯ МЕГА-МЕГА СМЕСЬ","Automation","Uso จับกุมผู้ร้ายได้","Automation","USO ULTIMATE HATER MEGA MIX","Automation","USOULTIMATE超級超級MEGAMIX","Automation","UŻYTKOWANY ULTIMATYCZNY MEGA HIPER","Automation"
,,"Playing Ando Hirokazu - Gourmet Race [Easy]",,"PlayerGui.MenuInterface.PlayerListFrame.MainFrame.PlayerFrame.PlayerStatus","Chơi Ando Hirokazu - Đua Gourmet [Dễ]","Automation","Bermain Ando Hirokazu - Balapan Gourmet [Mudah]","Automation","Giocando Ando Hirokazu - Gara Gourmet [Facile]","Automation","Jugando Ando Hirokazu - Carrera Gourmet [Fácil]","Automation","Jogando Ando Hirokazu - Corrida Gourmet [Fácil]","Automation","Jouer à Ando Hirokazu - Gourmet Race [Facile]","Automation","Ando Hirokazu spielt - Gourmet-Rennen [Einfach]","Automation","玩Ando Hirokazu - 美食比赛 [简单]","Automation","アンドー・ヒロカズをプレイ中 - グルメレース [簡単]","Automation","안도 히로카즈 플레이 중 - 미식가 레이스 [쉬운]","Automation","Играя в Ando Hirokazu - гонка гурманов [Легко]","Automation","กําลังเล่น Ando Hirokazu - Gourmet Race [ง่าย]","Automation","Ando Hirokazu Oynama - Gurme Yarışı [Kolay]","Automation","正在玩 Ando Hirokazu - 美食競賽 [簡易]","Automation","Grając w Ando Hirokazu - Gourmet Race [Łatwy]","Automation"
,,"You won't be able to click the note until the previous note is cleared (hit or miss)",,"PlayerGui.Settings.SettingFrame.BaseFrame.MainLayer.MainSettings.Base.Gameplay.Base.ClassicNotelock.Description","Bạn sẽ không thể nhấp vào ghi chú cho đến khi ghi chú trước đó được xóa (nhấn hoặc bỏ lỡ)","Automation","Anda tidak akan dapat mengklik catatan sampai catatan sebelumnya dibersihkan (dipukul atau dilewatkan)","Automation","Non sarai in grado di fare clic sulla nota finché la nota precedente non sarà cancellata (colpita o persa)","Automation","No podrás hacer clic en la nota hasta que la nota anterior esté despejada (golpea o pierde)","Automation","Você não será capaz de clicar na nota até que a nota anterior seja limpa (acertar ou perder)","Automation","Vous ne pourrez pas cliquer sur la note tant que la note précédente n'est pas effacée (frappe ou manquement)","Automation","Du kannst nicht auf die Notiz klicken, bis die vorherige Notiz gelöscht ist (geklickt oder verpasst)","Automation","在前一个音符被清除之前,你将无法点击音符(点击或错过)","Automation","前のノートがクリアするまで、ノートをクリックすることはできません(ヒットまたはミス)","Automation","이전 노트가 지워질 때까지 노트를 클릭할 수 없습니다 ( Hit 또는 miss)","Automation","Вы не сможете нажать на заметку, пока предыдущая не будет очищена (ударить или пропустить)","Automation","คุณจะไม่สามารถคลิกโน้ตได้จนกว่าโน้ตก่อนหน้าจะถูกล้างออก (ตีหรือพลาด)","Automation","Önceki not temizleninceye kadar notu tıklayamazsın (etkilen veya kaçır)","Automation","在上一個音符被清除之前,你將無法點擊音符(擊中或錯過)","Automation","Nie będziesz mógł kliknąć notatki, dopóki poprzednia notatka nie zostanie wyczyszczona ( trafiona lub pominięta)","Automation"
,,"- Difficulty rating:",,"PlayerGui.BG.DetailedBeatmapInformation.MainFrame.MainFrame.DifficultyData.Difficulty.TextLabel","- Độ khó:","User","- Peringkat Kesulitan:","Automation","- Difficoltà:","Automation","- Clasificación de dificultad:","Automation","Classificação de Dificuldade:","Automation","- Niveau de difficulté:","Automation","- Schwierigkeitsgrad:","Automation","- 难度等级:","Automation","- 難易度評価:","Automation","- 난이도:","Automation","- Рейтинг сложности:","Automation","- ระดับความยาก:","Automation","- Zorluk derecesi:","Automation","- 難度等級:","Automation","- Stopień trudności:","Automation"
,,"GYZE",,"PlayerGui.BeatmapChoose.BG.OverviewFrame.PreviewFrame.Overview.MapArtist","GYZE","Automation","GYZE","Automation","GYZE","Automation","GYZE","Automation","GYZE","Automation","GYZE","Automation","GYZE","Automation","油门","Automation","ギズ","Automation","기즈","Automation","ГИЗ","Automation","GYZE","Automation","YÜZE","Automation","吉普車","Automation","GYZE","Automation"
,,"Magic",,"PlayerGui.BG.PreviewFrame.PreviewFrame.Overview.MapName","Phép Thuật","Automation","Sihir","Automation","Magia","Automation","Magia","Automation","Magia","Automation","Magie","Automation","Magie","Automation","魔法","Automation","魔法","Automation","마법","Automation","Магия","Automation","เวทมนตร์","Automation","Büyü","Automation","魔法","Automation","Magia","Automation"
,,"irisharuba",,"PlayerGui.Explorer.MainFrame.MainFrame.Frame.ExplorerFrame.FileFrame.FileButton","cộng hoà Síp","Automation","irisharuba","Automation","irisharuba","Automation","irisharuba","Automation","irisharuba","Automation","irisharuba","Automation","irisharuba","Automation","爱尔兰阿鲁巴","Automation","irisharuba","Automation","irisharuba ","Automation","иришаруба","Automation","irisharuba ","Automation","irisharuba ","Automation","爱尔兰阿鲁巴","Automation","irisharuba","Automation"
,,"Desolation mapped by DeviousPanda",,"PlayerGui.BeatmapListing.MainFrame.MainFrame.Listing.BeatmapFrame.MainFrame.DifficultyListing.Actual.Base.Diff.MainFrame.DifficultyInfo","Desolation được tạo bởi DeviousPanda","Automation","Desolation dipetakan oleh DeviousPanda","Automation","Desolation mappato da DeviousPanda","Automation","Desolación mapeada por DeviousPanda","Automation","Desolação mapeada por DeviousPanda","Automation","Désolation cartographiée par DeviousPanda","Automation","Desolation von DeviousPanda kartiert","Automation","DeviousPanda 绘制了荒凉","Automation","DeviousPandaがマッピングした砂漠","Automation","DeviousPanda이 (가) 지도한 황무지","Automation","Пустыня нанесена DeviousPanda","Automation","Desolation ทําแผนที่โดย DeviousPanda","Automation","DeviousPanda tarafından haritalandırılan çöl","Automation","DeviousPanda 繪製了荒漠","Automation","Pustynia nakreślona przez DeviousPanda","Automation"
,,"GAO HAO's Expert mapped by GAO HAO",,"PlayerGui.BeatmapListing.MainFrame_Animation.MainFrame.Listing.BeatmapFrame.MainFrame.DifficultyListing.Actual.Base.Diff.MainFrame.DifficultyInfo","Chuyên gia của GAO HAO đã được GAO HAO ánh xạ","Automation","Ahli GAO HAO dipetakan oleh GAO HAO","Automation","L'esperto di GAO HAO mappato da GAO HAO","Automation","Experto de GAO HAO mapeado por GAO HAO","Automation","Especialista do GAO HAO mapeado por GAO HAO","Automation","L'expert de GAO HAO cartographié par GAO HAO","Automation","Der Experte von GAO HAO wurde von GAO HAO kartiert","Automation","由GAO HAO映射的GAO HAO的专家","Automation","GAO HAOがマッピングしたGAO HAOのエキスパート","Automation","GAO HAO가 지도한 HAO의 전문가","Automation","Эксперт GAO HAO отображен игроком GAO HAO","Automation","GAO HAO's Expert ทําแผนที่โดย GAO HAO","Automation","GAO HAO'nun Uzmanı GAO HAO tarafından eşleştirildi","Automation","GAO HAO的專家被GAO HAO映射","Automation","Ekspert GAO HAO mapowany przez GAO HAO","Automation"
,,"Extra mapped by Kyshiro",,"PlayerGui.BG.PreviewFrame.PreviewFrame.Overview.DifficultyName","Thêm bản đồ bởi Kyshiro","Automation","Ekstra dipetakan oleh Kyshiro","Automation","Extra mappato da Kyshiro","Automation","Extra mapeado por Kyshiro","Automation","Extra mapeado por Kyshiro","Automation","Extra cartographié par Kyshiro","Automation","Von Kyshiro hinzugefügt","Automation","被 Kyshiro 额外映射","Automation","Kyshiroによって追加のマッピング","Automation","Kyshiro가 추가 맵핑","Automation","Дополнительное отображение Kyshiro","Automation","เพิ่มแผนที่โดย Kyshiro","Automation","Kyshiro tarafından ek olarak haritalandı","Automation","由 Kyshiro 額外映射","Automation","Extra zmapowany przez Kyshiro","Automation"
,,"James",,"PlayerGui.MenuInterface.PlayerListFrame.MainFrame.PlayerFrame.PlayerName","James là ai?","Automation","James adalah","Automation","Giacomo","Automation","Jameso.","Automation","Jamesa.","Automation","Jacques","Automation","James ist da.","Automation","詹姆斯。","Automation","ジェームズ","Automation","제임스","Automation","Джеймс","Automation","เจมส์","Automation","James adlı oyuncu","Automation","詹姆斯。","Automation","Jacek","Automation"
,,"mapset by Hey lululu",,"PlayerGui.BeatmapListing.MainFrame_Animation.MainFrame.Listing.BeatmapFrame.MainFrame.MapInfo.MapperName","mapset bởi Hey lululu","Automation","set peta oleh Hey lululu","Automation","mappe di Hey lululu","Automation","mapa por Hey lululu","Automation","mapset por Hey lululu","Automation","mapset par Hey lululu","Automation","mapset von Hey lululu","Automation","地图集:Hey lululu","Automation","マップセット:Hey lululu","Automation","헤이 룰루의 맵 세트","Automation","набор карт от Hey lululu","Automation","mapset โดย Hey lululu","Automation","Hey lululu tarafından haritalar","Automation","地圖集:Hey lululu","Automation","zestaw map autorstwa Hey lululu","Automation"
,,"-kevincela-'s Extreme mapped by -kevincela-",,"PlayerGui.BeatmapListing.MainFrame.MainFrame.Listing.BeatmapFrame.MainFrame.DifficultyListing.Actual.Base.Diff.MainFrame.DifficultyInfo","Bản đồ cực đoan của -kevincela- được tạo bởi -kevincela-","Automation","Extreme milik -kevincela- telah dimapkan oleh -kevincela-","Automation","Extreme di -kevincela- mappata da -kevincela-","Automation","Mapa extremo de -kevincela- realizado por -kevincela-","Automation","Extremo de -kevincela- mapeado por -kevincela-","Automation","Carte extrême de -kevincela- mappée par -kevincela-","Automation","Extreme von -kevincela- maped von -kevincela-","Automation","-kevincela-的极限地图由 -kevincela-绘制","Automation","-kevincela-によってマップされたエクストリム","Automation","-kevincela-'의 극한 지도 作成자 -kevincela-","Automation","Карта экстрима от -kevincela-","Automation","Extreme ของ -kevincela- ถูก mapped โดย -kevincela","Automation","-kevincela-'nin Extremi -kevincela- tarafından haritalandı","Automation","-kevincela-的极限地图由 -kevincela-绘制","Automation","Mapa ekstremalna autorstwa -kevincela- dla -kevincela-","Automation"
,,"Inbachi mapped by Snow Note",,"PlayerGui.BeatmapListing.MainFrame.MainFrame.Listing.BeatmapFrame.MainFrame.DifficultyListing.Diff.MainFrame.DifficultyInfo","Inbachi được Snow Note lập bản đồ","Automation","Inbachi dipetakan oleh Snow Note","Automation","Inbachi mappato da Snow Note","Automation","Inbachi mapeado por Snow Note","Automation","Inbachi mapeado por Snow Note","Automation","Inbachi cartographié par Snow Note","Automation","Inbachi von Snow Note abgebildet","Automation","由 Snow Note 映射的 Inbachi","Automation","スノーノートによってマッピングされたインバチ","Automation","스노우 노트가 맵핑한 Inbachi","Automation","Inbachi нанесен на карту Snow Note","Automation","Inbachi ถูกทําแผนที่โดย Snow Note","Automation","Snow Note tarafından eşleştirilen Inbachi","Automation","由 Snow Note 映射的 Inbachi","Automation","Inbachi zmapowany przez Snow Note","Automation"
